PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,TEU,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS & NUMBERS,IMPORTER ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,DISTRIBUTION PORT,MASTER B/L,VOYAGE NUMBER,SEAL,SHIPMENT REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
IQF MSC ALASKA POLLOCK PORTION IQF MSC PACIFIC COD PORTION,POLAR BAY FOODS INC.,POLAR BAY FOODS INC,-NOT AVAILABLE-,2025-11-03,2,46200,21000,Shanghai,"Seattle, Washington",CMA CGM CASSIOPEIA,China,N/M,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,-NOT AVAILABLE-,,1,OERU4807176,45R1,1000,CTN,0,CM,VCLYCJ25091709,H,,COSU6429298030,0TNGR,29198241,MALTA,,VCLY,,,,,,POLAR BAY FOODS INC.,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,HO CHI MINH
IQF MSC ALASKA POLLOCK PORTION,INTEGRITY LOGISTICS CORP,INTEGRITY GLOBAL LOGISTICS LLC,VICTORY CAPTAIN LIMITED,2025-11-03,2,46200,21000,Yangshan,"Seattle, Washington",CMA CGM CASSIOPEIA,China,NO MARKS,SUITE 215 3230 FALLOW FIELD DRIVE DIAMOND BAR CA 91765 UNITED STATES TE 3966110,"ROOM 1602, NO.9 FUZHOU ROAD NEW WOR QINGDAO SD CHINA TE 85735706",91765,1,OERU4807176,45R1,1000,CTN,44,CM,COSU6429298030,M,,,0TNGR,29198241,MALTA,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,INTEGRITY LOGISTICS CORP,SUITE 215 3230 FALLOW FIELD DRIVE DIAMOND BAR CA 91765 UNITED STATES,HO CHI MINH
FROZEN ALASKA POLLOCK FILLETS,HIGH LINER FOODS (USA) INCORPORATED,HIGH LINER FOODS INC,"YANTAI YONGYUAN FOODSTUFF CO.,LTD.",2025-11-02,2,55220,25100,Pusan,"Norfolk, Virginia",ZIM MOUNT DENALI,South Korea,N/M,"1 HIGHLINER AVENUE PORTSMOUTH, NEW HAMPSHIRE 03801",DAJIJIA YANTAI E.T.D.Z. SHANDONG CH INA,03801,1,MSGU9072682,45R1,1786,CTN,0,CM,VCLYPANW814738,H,,MEDUOV814738,10E,FX42560063,HONG KONG,,VCLY,,,,,,SAMSKIP LOGISTICS,"40 PEARL STREET BRAINTREE, MA 02184",QINGDAOCHINA
FROZEN ALASKA POLLOCK FILLETS THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIAL. SET TEMP:- 'C VENT:CLOSED,QUARTZ LOGISTICS NY INC,QUARTZ LOGISTICS INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-11-02,2,55220,25100,Pusan,"Norfolk, Virginia",ZIM MOUNT DENALI,South Korea,N/M SAME SAME,182 23 150TH AVE 2ND FLR STE E SPRINGFIELD GARDENS NY 11413 UNITED,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,11413,1,MSGU9072682,45R1,1786,CTN,40,X,MEDUOV814738,M,,,10E,FX42560063,HONG KONG,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,QUARTZ LOGISTICS NY INC,182 23 150TH AVE 2ND FLR STE E SPRINGFIELD GARDENS NY 11413 UNITED,QINGDAO
S.T.C. ( ) ALASKAN SET PIECES FOR PHOTO OPPORTUNITIES TO TRANSFER TO STAR PRINCESS,STAR PRINCESS,STAR PRINCESS,MAJESTIC PRINCESS,2025-11-02,,22,10,"Halifax, NS","Port Everglades, Florida",MAJESTIC PRINCESS,Canada,N/A,C/O PRINCESS CRUISES 24305 TOWN CENTRE DRIVE SANTA CLARITA CA 91355 US ADMINISTRATION OFFICER,C/O PRINCESS CRUISES 24305 TOWN CENTRE DRIVE SANTA CLARITA CA 91355 US ADMINISTRATION OFFICER,91355,1,MJ2025110201,,4,BOX,0,,PNSSMJ2025110201,,,,8529,,BERMUDA,61,PNSS,PRINCESS CRUISES,SANTA CLARITA,CA,91355,24305 TOWN CENTER DR,-NOT AVAILABLE-,-NOT AVAILABLE-,QUEBEC CITY
FROZEN ALASKAN COD LOIN PORTION . OZ,POLAR BAY FOODS INC.,POLAR BAY FOODS INC,-NOT AVAILABLE-,2025-10-31,2,42768,19440,Vung Tau,"Long Beach, California",CSCL SUMMER,Vietnam,N/M,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,-NOT AVAILABLE-,,1,OERU4037408,40U0,3600,CTN,0,CM,VCLYCJ25101325,H,,COSU6431129060,070E,31292793,HONG KONG,,VCLY,,,,,,POLAR BAY FOODS INC.,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,HO CHI MINH
FROZEN ALASKAN COD LOIN PORTION . OZ,INTEGRITY LOGISTICS CORP,INTEGRITY GLOBAL LOGISTICS LLC,VICTORY CAPTAIN LIMITED,2025-10-31,2,42768,19440,Vung Tau,"Long Beach, California",CSCL SUMMER,Vietnam,NO MARKS,SUITE 215 3230 FALLOW FIELD DRIVE DIAMOND BAR CA 91765 UNITED STATES TE 3966110,"ROOM 1602, NO.9 FUZHOU ROAD NEW WOR QINGDAO SD CHINA TE 85735706",91765,1,OERU4037408,40U0,3600,CTN,36,CM,COSU6431129060,M,,,070E,31292793,HONG KONG,61,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,INTEGRITY LOGISTICS CORP,SUITE 215 3230 FALLOW FIELD DRIVE DIAMOND BAR CA 91765 UNITED STATES,HO CHI MINH
NATURAL SAND STONE CRATE NO TO AND TO GREY SLATE GREY SILVER GREY GREY SLATE GREY R ALASKAN IVORY NATURAL SAND STONE CRATE NO TO AND TO GREY SLATE GREY SILVER GREY GREY SLATE GREY R ALASKAN IVORY NATURAL SAND STONE CRATE NO TO AND TO GREY SLATE GREY SILVER GREY GREY SLATE GREY R ALASKAN IVORY NATURAL SAND STONE CRATE NO TO AND TO GREY SLATE GREY SILVER GREY GREY SLATE GREY R ALASKAN IVORY,WORLD WIDE STONE AND LANDSCAPE,WORLD WIDE STONE AND LANDSCAPE,M S INTERNATIONAL TRADE LINKS,2025-10-30,4,189200,86000,Mundra,"Jacksonville, Florida",MSC SHANELLE V,India,76 CRTS 76 CRTS 76 CRTS 76 CRTS,SUPPLY INC 16917 STEELES AVE HALTON HILLS L0P 1E0 CANADA,13 NAI ANAJ MANDI REWARI 123401 HARYANA INDIA,16917,4,MEDU1827110 MEDU2916103 TGHU3970130 MSDU1787164,22G1 22G1 22G1 22G1,76,CRT,0,CF,AJIQOILJTOR04251,H,,MEDUKD636313,536A,LG00001688 LG00001690 LG00001689 LG00001687,PANAMA,,AJIQ,,,,,,WORLD WIDE STONE AND LANDSCAPE,SUPPLY INC 16917 STEELES AVE HALTON HILLS L0P 1E0 CANADA,MUNDRA
"NATURAL SAND STONE - NATURAL SAND STONE NATURAL SAND STONE - NATURAL SAND STONE NATURAL SAND STONE - NATURAL SAND STONE NATURAL SAND STONE - X ' FCL CONTAINERS CONTAINING: TOTAL WOODEN CRATES OF NATURAL SAND STONE CRATE NO. TO AND TO GREY, SLATE GREY, SILVER GREY, GREY, SLATE GREY R, ALASKAN IVORY S/BILL NO: DTD / / INV. NO. ITL/ / - DTD / / S/BILL NO: DTD / /, INV. NO. ITL/ / - DTD / / S/BILL NO: DTD / / INV. NO. ITL/ / - DTD / / S/BILL NO: DTD / / INV. NO. ITL/ / - DTD / / HS CODE: TOTAL NET WT: KGS CARRIER CODE: A FREIGHT COLLECT TREATMENT CERTIFICATE NUMBER:FPS/MB/ / - DATE OF ISSUE: . .",AEROSHIP LOGISTICS INC,AEROSHIP LOGISTICS INC,OCEAN INDIA LOGISTICS,2025-10-30,4,189200,86000,South Riding Point,"Jacksonville, Florida",MSC ALDEBARAN III,Bahamas,19 WOODEN CRATES 21 WOODEN CRATES 17 WOODEN CRATES 19 WOODEN CRATES SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME SAME,"1030 KAMATO ROAD, SUITE 208 MISSISSAUGA ON L4W 4B6 CANADA","121/19, VIJAYPATH MANSAROVAR JAIPUR RJ 302020 INDIA",,4,MEDU1827110 MEDU2916103 TGHU3970130 MSDU1787164,22G1 22G1 22G1 22G1,76,CRT,0,,MEDUKD636313,M,,,542A,LG00001688 LG00001690 LG00001689 LG00001687,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,AEROSHIP LOGISTICS INC,"1030 KAMATO ROAD, SUITE 208 MISSISSAUGA ON L4W 4B6 CANADA",MUNDRA
FROZEN ALASKAN COD LOIN PORTION . OZ,POLAR BAY FOODS INC.,POLAR BAY FOODS INC,-NOT AVAILABLE-,2025-10-30,1.1849794238683127,25340,11518,Vung Tau,"Long Beach, California",MSC LONDON,Vietnam,N/M,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,-NOT AVAILABLE-,,1,TRIU8769484,40U0,2133,CTN,0,CM,VCLYCJ25101170B,H,,MEDUHQ987255,FV538,FX40278913,PANAMA,,VCLY,,,,,,POLAR BAY FOODS INC.,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,HO CHI MINH
FROZEN ALASKAN COD LOIN PORTION . OZ,POLAR BAY FOODS INC.,POLAR BAY FOODS INC,HAI TRI IMPORT EXPORT CORPORATION,2025-10-30,0.8150205761316872,17428,7922,Vung Tau,"Long Beach, California",MSC LONDON,Vietnam,N/M,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,"LOT K, AN NGHIEP INDUSTRIAL ZONE, W ARD 7, SOC TRANG CITY, SOC TRANG PR OVINCE, VIETNAM",,1,TRIU8769484,40U0,1467,CTN,0,CM,VCLYCJ25101170A,H,,MEDUHQ987255,FV538,FX40278913,PANAMA,,VCLY,,,,,,POLAR BAY FOODS INC.,1417 238TH AVE SE SAMMAMISH WA 9807 5 USA,HO CHI MINH
"FREIGHT PAYABLE AT HONGKON G HBL NO.: CJ A HBL NO.: CJ B SCAC COD E:VCLY FROZEN ALASKAN COD LOIN PORTION . OZ CTNS PO# CTNS PO# T EMP - 'C VENT:CLOSED NA C :TOMCO PRODUCE GROUP CO. ,LTD S/C : - TPC-",INTEGRITY LOGISTICS CORP,INTEGRITY GLOBAL LOGISTICS LLC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-10-30,2,42768,19440,Vung Tau,"Long Beach, California",MSC LONDON,Vietnam,N/M SAME SAME SAME SAME SAME,3230 FALLOW FIELD STE 215 DIAMOND BAR CA 91765 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,91765,1,TRIU8769484,40U0,3600,CTN,36,X,MEDUHQ987255,M,,,538N,FX40278913,PANAMA,61,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,INTEGRITY LOGISTICS CORP,3230 FALLOW FIELD STE 215 DIAMOND BAR CA 91765 UNITED STATES,"HO CHI MINH CITY,"
"BEDROOM, WOODEN FURNITURE AS PER PI# PO# HS CODE : . . THIS SHIPMENT DOES NOT CONTAIN ANY SOLID WOODPACKING MATERIALS. THIS PRODUCT CONTAIN COMPOSITE WOOD THAT COMPLIES WITH PHASE CARB ATCM ., THE SHIPMENT IS COMPLIANT WITH EPA CFR -TSCA TITLE VI REQUIREMENTS FOR FORMALDEHYDE. ALSO NOTIFY PARTY : BAILEY'S FURNITURE W. INTERNATIONAL AIRPORT RD. SUITE # ANCHORAGE, ALASKA USTEL: - - FAX: - - RON.BAILEYS@GMAIL.COM",BAILEY'S FURNITURE,BAILEY''S FURNITURE OUTLET,FAVOURITE DESIGN SDN BHD,2025-10-29,2,17897,8135,Ningpo,"Tacoma, Washington",EVER ETHIC,China,SHIPPING MARKS L LIFESTYLE ITEM: DESP: C/NO: MADE IN MALAYSIA,350 W. INTERNATIONAL AIRPORT RD. SUITE #100 ANCHORAGE AK 99518 US RON BAILEY TE 907-563-4083,"LOT 1915, JALAN TANJUNG SELABU, GM 347, MUKIM SUNGAI RAYA, MUAR JO 84300 MY",99518,1,SEGU4100007,4500,246,CTN,0,CM,SAIJMIAJ321066,H,,CMDUAYN1271500,0NWIX,L9085815,UNITED KINGDOM,,SAIJ,SOUTH AMERICAN INDEPENDENT LINE,MEDLEY,FL,33178,9505 NW 108TH AVE,KESTREL GLOBAL LOGISTIC LLP,145 W. BROADWAY SUITE,PASIR GUDANG
"FROZEN NOODLE,FROZEN ALASKA POLLOCK (GUTTED AND HEADLESS)",SEOUL SHIK POOM INC,SEOUL SHIK POOM INC,-NOT AVAILABLE-,2025-10-29,2,36995,16816,Pusan,"New York/Newark Area, Newark, New Jersey",EVER FAR,South Korea,NM,DBA SEOUL TRADING USA CO360 SOUTH VAN BRUNT ST ENGLEWOOD NJ 07631 US A,-NOT AVAILABLE-,07631,1,EMCU5642660,45R1,2177,CTN,0,CM,JSSYYDAR20250080,H,,EGLV040500460982,027E,EMCRAY4474,LIBERIA,,JSSY,JOO SUNG SEA & AIR CO LTD,SEOUL,,,RM# 604 SAMSUN BLDG NAMCHANG-DONG CHUNG-KU,B H CUSTOM SERVICE,147 19 SPRINGFIELD LANE A JAMAICA N Y 11413 USA .,BUSAN KOREA
"FROZEN DUMPLING, FROZEN ALASKA POLLOCK",SEOUL SHIK POOM INC,SEOUL SHIK POOM INC,-NOT AVAILABLE-,2025-10-29,2,39008,17731,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO SHIPPING CAMELLIA,South Korea,NM,DBA SEOUL TRADING USA CO360 SOUTH VAN BRUNT ST ENGLEWOOD NJ 07631 US A,-NOT AVAILABLE-,07631,1,EMCU5591243,45R1,1929,CTN,0,CM,JSSYYDAR20250082,H,,EGLV040500470073,029E,EMCRBA2664,HONG KONG,,JSSY,JOO SUNG SEA & AIR CO LTD,SEOUL,,,RM# 604 SAMSUN BLDG NAMCHANG-DONG CHUNG-KU,B H CUSTOM SERVICE,147 19 SPRINGFIELD LANE A JAMAICA N Y 11413 USA .,BUSAN KOREA
"FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK, (GUT OFF) ( G)BAG /CARTON BOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) KG PER CARTONBOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX - CA BOX . KGS . KGSFROZEN ALASKA POLLACK (GUT OFF) ( G)BAG /CARTON BOX - CA BOX . KGS . KGS TOTAL , BOX , . KGS , . KGS",TRANS GATE INTERNATIONAL LLC,TRANS GATE INTERNATIONAL LLC,"GREAT DRAGON LOGISTICS, LTD.",2025-10-29,2,33233,15106,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO SHIPPING CAMELLIA,South Korea,N/M,15 HENRY AVE. PALISADES PARK NJ UNITED STATES TE 2447190,"8TH FLOOR, 96, JUNGANG-DAERO BUSAN . SOUTH KOREA TE 4657388 4657388",,1,OTPU6086384,45R1,1400,BOX,0,CM,OOLU2311906280,M,,,029E,OOLKJF8256,HONG KONG,,OOLU,ORIENT OVERSEAS CONTAINER LINE LTD,,,,4141 HACIENDA DR,TRANS GATE INTERNATIONAL LLC,15 HENRY AVE. PALISADES PARK NJ UNITED STATES,BUSAN
"FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK, (GUT OFF) ( G)BAG /CARTON BOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) KG PER CARTONBOX BOX , . KGS , . KGS FROZEN ALASKA POLLACK (GUT OFF, SLICE, WITHOUTHEAD, TAIL) ( G)BAG /CARTON BOX - CA BOX . KGS . KGSFROZEN ALASKA POLLACK (GUT OFF) ( G)BAG /CARTON BOX - CA BOX . KGS . KGS TOTAL , BOX , . KGS , . KGS",GRAND BK,GRAND BK CORP,"OCEANFRIEND CO., LTD",2025-10-29,2,33233,15106,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO SHIPPING CAMELLIA,South Korea,N/M,"BK333 STARKE RD CARLSTADT CARLSTAD T, BERGEN, NEW JERSEY, UNITED STATE S 201-636-8000 07072","907, 19, SEOUN-RO, SEOCHO-GU SEOUL , SOUTH KOREA 02-523-2117 06732 .",07072,1,OTPU6086384,45R1,1400,BOX,0,CM,OOLU231190628001,H,,OOLU2311906280,029E,OOLKJF8256,HONG KONG,,OOLU,ORIENT OVERSEAS CONTAINER LINE LTD,,,,4141 HACIENDA DR,K GREEN,"17326 EDWARDS RD. A240 CERRITOS, L OS ANGELES, CALIFORNIA, UNITED STAT ES 562-426-0031 90703",BUSAN
"ALASKA YELLOW CEDAR KILN DRIED LUMBER BOTANICAL CHAMAECYPARIS NOOTKATENSIS HS CODE . BOARD FOOTAGE , CERS SC",SOUTH PACIFIC TIMBER (1990) LIMITED,SOUTH PACIFIC TIMBER,-NOT AVAILABLE-,2025-10-29,2,47960,21800,"Vancouver, BC","Oakland, California",MAERSK BISCAYNE,Canada,NO MARKS . . . . . .,"170 STODDARD ROAD, MOUNT ROSKILL, AUCKLAND, 1041 NEW ZEALAND TEL + 642 128 36960",-NOT AVAILABLE-,36960,1,HAMU2981733,4510,25,PCS,0,,HLCUVAN251001909,,,,543S,2458260,PANAMA,,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,AVANCE FREIGHT LIMITED,"SUITE 2, LEVEL 1, 172 PONSONBY ROAD, PONSONBY, AUCKLAND 1011, NEW ZEALAND TEL +64 9 218 6350","VANCOUVER, BC, CA"
FOODSTUFF (DRY SALTED ALASKAN POLLOCK FILLETS (THERAGRA CHA,"MTS LOGISTICS, INC.",MTS LOGISTICS INC,ORIENT STAR TRANSPORT INTERNATIONAL,2025-10-29,2,58656,26662,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO SHIPPING CAMELLIA,South Korea,NO MARKS,SUITE 300 5 WEST 37TH STREET NEW YORK NY 10018 UNITED STATES TE 5943117,"5 FLOOR NO.61, SECTION 3, NANJING E TAIPEI TAIPEI 104 TAIWAN TE 25067088 25064958",10018,1,FBIU5305633,45R1,2430,CTN,45,CM,COSU6430549170,M,,,029E,W270537,HONG KONG,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,"MTS LOGISTICS, INC.",SUITE 300 5 WEST 37TH STREET NEW YORK NY 10018 UNITED STATES,DALIAN
FROZEN MSC ALASKA POLLOCK FILLET IQF,EZ LOGISTICS LLC,THE YES LOGISTICS CORP,EZ LOGISTICS LLC DALIAN BRANCH,2025-10-29,2,54120,24600,Pusan,"New York/Newark Area, Newark, New Jersey",COSCO SHIPPING CAMELLIA,South Korea,NO MARKS,SUITE H 17409 MARQUARDT AVENUE CERRITOS CA 90703 UNITED STATES TE 8020188,RM.2608 SINOTRANS LIAONING BOULEVA DALIAN LN CHINA TE 13842612338,90703,1,OERU4164697,45R1,1200,CTN,45,CM,COSU6429982030,M,,,029E,R294839,HONG KONG,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,EZ LOGISTICS LLC,SUITE H 17409 MARQUARDT AVENUE CERRITOS CA 90703 UNITED STATES,DALIAN
"FROZEN ALASKA POLLOCK IMITATION CRAB FLAKES (THERAGRA CHALCOGRAMMA) X OZ/CTN PLANT NO.: / A FDA NO.: BEST BY DATE: / / PURCHASE CONTRACT NO.:R FISHIN PO: PO FIN#: - MSC REGISTRATION NUMBER:MSC-C- WILD CAUGHT FROM FAO PACKER'S NAME AND ADDRESS:PACIFIC ANDES FOOD LT, D NO. CHUIFENG ROAD,HONGDAO STEET, CHENGYANG DISTIRCT,QINGDAO,CHINA WILD CAUGHT FROM FAO TEMP: - 'C VENT:CLOSED",THE FISHIN COMPANY,THE FISHIN' COMPANY,"QINGDAO FREFISH FOODS CO.,LTD.",2025-10-28,2,56100,25500,Ching Tao,"Baltimore, Maryland",MSC LEO VI,China,N/M,"3714 MAIN STREET,MUNHALL, PA 15120U SA .","NO.88 SHUANGYUAN ROAD, CHENGYANG DI STRICT, QINGDAO,CHINA .",,1,MSGU9075980,45R1,2067,CTN,0,,SAACAGTAO506524,H,,MEDUKP018816,537E,FX42698449,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,JOHN S. CONNOR INC.,"799 CROMWELL PARK DRIVE,SUITE A-G,G LEN BURNIE, MD 21061,USA. .",QINGDAO
"FROZEN ALASKA POLLOCK IMITATION CRAB FLAKES (THERAGRA CHALCOGRAMMA) X OZ/CTN PLANT NO.: / A FDA NO.: BEST BY DATE: / / PURCHASE CONTRACT NO.:R FISHIN PO: PO FIN#: - MSC REGISTRATION NUMBER:MSC-C- WILD CAUGHT FROM FAO PACKER'S NAME AND ADDRESS:PACIFIC ANDES FOOD LT, D NO. CHUIFENG ROAD,HONGDAO STEET, CHENGYANG DISTIRCT,QINGDAO,CHINA WILD CAUGHT FROM FAO TEMP: - 'C VENT:CLOSED",RX SHIPPING AGENCY INC,RX SHIPPING AGENCY INC,SHANGHAI ATLANTIC GATE FORWARDING L,2025-10-28,2,56100,25500,Ching Tao,"Baltimore, Maryland",MSC LEO VI,China,N/M SAME SAME SAME SAME SAME SAME SAME SAME SAME,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,11801,1,MSGU9075980,45R1,2067,CTN,50,X,MEDUKP018816,M,,,537E,FX42698449,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,RX SHIPPING AGENCY INC,25 POWER ST HICKSVILLE NY 11801 UNITED STATES,QINGDAO
"FROZEN MSC HADDOCK PORTIONS SKINLESS BONELESS LATIN NAME :MELANOGRAMMUS AEGLEFINUS CTS/ KGS/ CBM SAMPLE:FROZEN MSC ALASKA POLLOCK PORTIONS SKINLESS BONELESS LATIN NAME:THERAGRA CHALCOGRAMMA CTNS/ KGS/ CBM FDA REGISTRATION NO.: THIS SHIPMENT DOES NOT CONTAIN ANY SOLID WOOD PACKING MATERIALS., TEMP:- 'C VENT:CLOSED","SOFINA FOODS ,",SOFINA FOODS INC,QINGDAO UZP FOODS PROCESSING LTD.,2025-10-28,2,56362,25619,Pusan,"Seattle, Washington",MSC SAVONA,South Korea,N/M,"3340 ORLANDO DRIVE , MISSISSAUGA, O N, ON L4V 1C7 .","JINLING INDUSTRIAL PARK, CHENGYANGD ISTRICT, QINGDAO,CHINA .",,1,MEDU9789799,45R1,2401,CTN,0,,SAACAGTAOR11911,H,,MEDUKP066096,539A,FX42708492,LIBERIA,,SAAC,SANTIAGO & ASSOCIATES INC,ST LOUIS,MO,63141,5 THE PINES CT #5C,-NOT AVAILABLE-,-NOT AVAILABLE-,QINGDAO
FROZEN MSC HADDOCK PORTIONS SKINLESS BONELESS - FROZEN MSC HADDOCK PORTIONS SKINLESS BONELESS LATIN NAME :MELANOGRAMMUS AEGLEFINUS FDA REGISTRATION NO.: THIS SHIPMENT DOES NOT CONTAIN ANY SOLID WOOD PACKING MATERIALS. TEMP:- 'C VENT: CLOSED / SAMPLE:FROZEN MSC ALASKA POLLOCK PORTIONS SKINLESS - SAMPLE:FROZEN MSC ALASKA POLLOCK PORTIONS SKINLESS BONELESS LATIN NAME:THERAGRA CHALCOGRAMMA FDA REGISTRATION NO.: THIS SHIPMENT DOES NOT CONTAIN ANY SOLID WOOD PACKING MATERIALS. TEMP:- 'C VENT: CLOSED,FULLAND LOGISTICS LTD.,FULLAND LOGISTICS LTD,SHANGHAI ATLANTIC GATE FORWARDING L,2025-10-28,2,56362,25619,Pusan,"Seattle, Washington",MSC SAVONA,South Korea,N/M SAME SAME SAME SAME SAME N/M SAME SAME SAME SAME SAME,"345 MILLWAY AVE, UNIT 202 CONCORD ON L4K 4T3 CANADA",ROOM 1904-05 INTERNATIONAL CAPITAL SHANGHAI 31 200000 CHINA,,1,MEDU9789799,45R1,2401,CTN,40,X,MEDUKP066096,M,,,539A,FX42708492,LIBERIA,,MEDU,MSC MEDITTERRANEAN SHIPPING COMPANY SA,GENEVA,,,,FULLAND LOGISTICS LTD.,"345 MILLWAY AVE, UNIT 202 CONCORD ON L4K 4T3 CANADA",QINGDAO
FROZEN MSC ALASKA PLAICE FILLETS (PLEURONECTES QUADRITUBER,EASTERN FISHERIES INCORPORATED,EASTERN FISHERIES INCORPORATED,DALIAN SHENGHUI FOOD COMPANY. LIMIT,2025-10-27,2,50820,23100,Ching Tao,"Boston, Massachusetts",EVER FAR,China,NO MARKS,214 SAMUEL BARNET BOULEVARD NEW BEDFORD MA 02745 UNITED STATES TE 9935300,"YUFENGFANG, HEIDAO, DALIAN LN 106000 CHINA TE 84371997",02745,1,FBIU5587413,45R1,4256,CTN,45,CM,COSU6428673260,,,,1231E,Z215086,LIBERIA,,COSU,CHINA OCEAN SHIPPING COMPANY,SECAUCUS,NJ,07094,100 LIGHTING WAY,-NOT AVAILABLE-,-NOT AVAILABLE-,DALIAN
FROZEN IQF ALASKAN POLLOCK PORTIONS SHIPPER LOAD AND COUNT,OVERSEAS CONTAINER FORWARDING INC.,OVERSEAS CONTAINER FORWARDING INC,"GREAT DRAGON LOGISTICS, LTD.",2025-10-27,2,50739,23063,Vung Tau,"Tacoma, Washington",YM WELCOME,Vietnam,NO MARKS,"33301 9TH AVE SOUTH, SUITE 121 FEDE RAL WAY, WA 98003 TEL 253 833 1204 FAX 253 833 1039 98003 TE T: F:","HEUNGWOO BLDG. 8 FLOOR. 89-1,4-KA, CHUNGANG-DONG, CHUNG-GU, BUSAN, KOR EA 600-721 084",98003,1,HMMU5401731,4FR0,1135,CTN,0,,HDMUSGNM15178500,M,,,0047E,25H0000644,HONG KONG,,HDMU,HYUNDAI MERCHANT MARINE,SEOUL,,,879 W 190TH ST 7TH FL,OVERSEAS CONTAINER FORWARDING INC.,"33301 9TH AVE SOUTH, SUITE 121 FEDE RAL WAY, WA 98003 TEL 253 833 1204 FAX 253 833 1039 98003","HOCHIMINH, VIETNA"
